image_id,scene_category,objects,num_objects,scene_confidence
sunrgbd/kv2/kinect2data/001763_2014-06-26_19-55-27_260595134347_rgbf000038-resize,bedroom,dresser;painting;painting;painting;painting;lamp;dresser_mirror;pillow;pillow;pillow;pillow;bed;chair,13,0.952
sunrgbd/kv2/kinect2data/001764_2014-06-26_19-55-36_260595134347_rgbf000037-resize,bedroom,pillow;pillow;pillow;painting;painting;bed;chair;dresser;mattresses;lamp;dresser_mirror;lamp;night_stand;plant,14,0.955
sunrgbd/kv2/kinect2data/001766_2014-06-26_19-57-00_260595134347_rgbf000037-resize,bedroom,sofa_chair;table;endtable;pillow;endtable;pillow;pillow;sofa;pillow;lamp,10,0.706
sunrgbd/kv2/kinect2data/001767_2014-06-26_19-57-12_260595134347_rgbf000049-resize,living_room,sofa_chair;ottoman;sofa;endtable;lamp,5,1.0
sunrgbd/kv2/kinect2data/001768_2014-06-26_19-57-34_260595134347_rgbf000023-resize,dining_room,table;chair;chair;chair;chair;cabinet;table;cabinet;stool;stool;table;stool,12,0.667
sunrgbd/kv2/kinect2data/001769_2014-06-26_19-57-47_260595134347_rgbf000063-resize,bedroom,ottoman;coffee_table;sofa_chair;pillow;pillow;pillow;pillow;pillow;sofa;lamp;endtable;chair;chair;table,14,0.517
sunrgbd/kv2/kinect2data/001770_2014-06-26_19-57-56_260595134347_rgbf000094-resize,bedroom,lamp;endtable;ottoman;clock;pillow;pillow;picture,7,0.667
sunrgbd/kv2/kinect2data/001771_2014-06-26_19-58-26_260595134347_rgbf000070-resize,living_room,sofa_chair;sofa,2,1.0
sunrgbd/kv2/kinect2data/001772_2014-06-26_19-58-54_260595134347_rgbf000056-resize,bedroom,sofa_chair;lamp;endtable;mirror;pillow;pillow;pillow;pillow;clock;pillow;pillow;pillow;pillow;pillow,14,0.964
sunrgbd/kv2/kinect2data/001774_2014-06-26_20-00-11_260595134347_rgbf000023-resize,bedroom,pillow;pillow;pillow;pillow;pillow;pillow;pillow;pillow;painting;lamp;endtable;plant;sofa;coffee_table;drawer;bird_cage;mirror,17,0.706
sunrgbd/kv2/kinect2data/001775_2014-06-26_20-00-21_260595134347_rgbf000033-resize,dining_room,chair;chair;chair;chair;chair;chair;chair;table;display_cabinet,9,1.0
sunrgbd/kv2/kinect2data/001776_2014-06-26_20-00-45_260595134347_rgbf000028-resize,bedroom,pillow;pillow;pillow;pillow;sofa_chair;pillow;pillow;pillow;sofa;painting;lamp;lamp;coffee_table;vase;vase;endtable;drawer;lamp,18,0.7
sunrgbd/kv2/kinect2data/001777_2014-06-26_20-00-54_260595134347_rgbf000054-resize,bedroom,decor;pillow;pillow;pillow;pillow;pillow;sofa;lamp;sign;sofa;endtable;coffee_table;vase,13,0.517
sunrgbd/kv2/kinect2data/001778_2014-06-26_20-01-10_260595134347_rgbf000069-resize,bedroom,sofa_chair;pillow;pillow;ottoman;sofa;sofa_chair;pillow;sofa_chair;mirror;pillow;pillow;pillow;pillow;sofa;sign;lamp,16,0.6
sunrgbd/kv2/kinect2data/001779_2014-06-26_20-01-23_260595134347_rgbf000040-resize,bedroom,pillow;pillow;sofa;chair;chair;coffee_table;endtable;lamp;lamp;sofa;pillow;endtable;plant;pillow;pillow;pillow;sofa;sofa;painting;pillow;pillow,21,0.48
sunrgbd/kv2/kinect2data/001780_2014-06-26_20-01-42_260595134347_rgbf000064-resize,living_room,pillow;pillow;sofa;pillow;sofa_chair;sofa;table,7,0.526
sunrgbd/kv2/kinect2data/001781_2014-06-26_20-01-54_260595134347_rgbf000129-resize,bedroom,pillow;pillow;pillow;pillow;pillow;pillow;pillow;pillow;mirror;sofa;coffee_table;ottoman;ottoman;painting;lamp;endtable;night_stand;sofa,18,0.571
sunrgbd/kv2/kinect2data/001782_2014-06-26_20-02-21_260595134347_rgbf000037-resize,bedroom,pillow;painting;pillow;pillow;pillow;pillow;pillow;sofa;coffee_table;lamp;endtable;lamp;lamp;lamp;lamp;lamp;lamp;endtable;sofa,19,0.562
sunrgbd/kv2/kinect2data/001783_2014-06-26_20-03-24_260595134347_rgbf000105-resize,bedroom,pillow;pillow;sofa;sofa_chair;lamp;pillow;pillow,7,0.706
sunrgbd/kv2/kinect2data/001784_2014-06-26_20-35-30_260595134347_rgbf000022-resize,bedroom,pillow;pillow;pillow;pillow;painting;bed;chair;chair;chair;table;dresser,11,0.87
sunrgbd/kv2/kinect2data/001785_2014-06-26_20-40-53_260595134347_rgbf000079-resize,bedroom,pillow;pillow;pillow;pillow;painting;bed;lamp;night_stand;dresser;clock;light;light;cabinet,13,0.96
sunrgbd/kv2/kinect2data/001786_2014-06-26_20-41-21_260595134347_rgbf000056-resize,bedroom,pillow;pillow;pillow;pillow;pillow;pillow;bed;painting;lamp;plant;night_stand;dresser_mirror;lamp;lamp;dresser,15,1.0
sunrgbd/kv2/kinect2data/001787_2014-06-26_20-41-29_260595134347_rgbf000034-resize,bedroom,pillow;pillow;pillow;pillow;pillow;pillow;bed;painting;dresser_mirror;lamp;night_stand;painting;painting;dresser,14,1.0
sunrgbd/kv2/kinect2data/001788_2014-06-26_20-44-16_260595134347_rgbf000108-resize,bedroom,pillow;pillow;pillow;pillow;pillow;pillow;pillow;bed;lamp;painting;painting;night_stand;dresser_mirror;lamp;lamp;dresser,16,1.0
sunrgbd/kv2/kinect2data/001789_2014-06-26_20-44-32_260595134347_rgbf000071-resize,bedroom,pillow;pillow;pillow;pillow;night_stand;ottoman;bed;chair;lamp,9,0.84
sunrgbd/kv2/kinect2data/001790_2014-06-26_20-44-55_260595134347_rgbf000092-resize,bedroom,pillow;pillow;pillow;pillow;pillow;pillow;pillow;pillow;painting;bed;lamp;dresser_mirror;painting;lamp;dresser,15,1.0
sunrgbd/kv2/kinect2data/001791_2014-06-26_20-45-07_260595134347_rgbf000086-resize,dining_room,cabinet;painting;lamp;drawer;chair;chair;chair;chair;chair;chair;table,11,0.857
sunrgbd/kv2/kinect2data/001792_2014-06-26_20-45-43_260595134347_rgbf000088-resize,bedroom,pillow;pillow;pillow;pillow;pillow;pillow;bed;painting;night_stand;ottoman;dresser_mirror;lamp,12,0.9
sunrgbd/kv2/kinect2data/001793_2014-06-26_20-46-09_260595134347_rgbf000122-resize,bedroom,pillow;pillow;pillow;pillow;pillow;pillow;pillow;bed;painting;painting;lamp;lamp;lamp;dresser_mirror;night_stand;dresser,16,1.0
sunrgbd/kv2/kinect2data/001794_2014-06-26_20-46-26_260595134347_rgbf000065-resize,living_room,pillow;pillow;pillow;pillow;sofa;coffee_table;sofa;lamp;lamp;endtable,10,0.538
sunrgbd/kv2/kinect2data/001795_2014-06-26_20-46-56_260595134347_rgbf000053-resize,bedroom,pillow;pillow;pillow;painting;painting;painting;bed;night_stand;dresser;lamp;lamp;dresser_mirror;dresser,13,1.0
sunrgbd/kv2/kinect2data/001796_2014-06-26_20-47-07_260595134347_rgbf000051-resize,bedroom,pillow;pillow;pillow;pillow;bed;painting;night_stand;dresser;painting;dresser_mirror;lamp,11,1.0
sunrgbd/kv2/kinect2data/001797_2014-06-26_20-47-21_260595134347_rgbf000114-resize,bedroom,pillow;pillow;pillow;pillow;bed;box;box;painting;painting;painting;lamp;lamp;lamp;dresser_mirror;lamp;dresser;dresser_mirror,17,1.0
sunrgbd/kv2/kinect2data/001798_2014-06-26_20-47-35_260595134347_rgbf000052-resize,bedroom,pillow;pillow;pillow;bed;night_stand;blanket;lamp;dresser_mirror;painting;dresser,10,1.0
sunrgbd/kv2/kinect2data/001799_2014-06-26_20-47-47_260595134347_rgbf000036-resize,bedroom,lamp;pillow;dresser;bed;painting;dresser_mirror,6,1.0
sunrgbd/kv2/kinect2data/001800_2014-06-26_20-47-59_260595134347_rgbf000062-resize,bedroom,pillow;pillow;pillow;bed;night_stand;painting;dresser,7,1.0
sunrgbd/kv2/kinect2data/001801_2014-06-26_20-48-29_260595134347_rgbf000060-resize,bedroom,pillow;pillow;pillow;painting;painting;poster;bed;dresser;lamp;dresser_mirror,10,1.0
sunrgbd/kv2/kinect2data/001802_2014-06-26_20-48-38_260595134347_rgbf000053-resize,bedroom,pillow;pillow;pillow;poster;painting;painting;bed;poster;dresser;picture;night_stand;dresser_mirror,12,1.0
sunrgbd/kv2/kinect2data/001803_2014-06-26_20-48-58_260595134347_rgbf000088-resize,bedroom,pillow;pillow;pillow;pillow;pillow;pillow;bed;painting;night_stand;lamp;dresser_mirror;dresser,12,1.0
sunrgbd/kv2/kinect2data/001804_2014-06-26_20-49-20_260595134347_rgbf000101-resize,bedroom,pillow;pillow;pillow;pillow;pillow;pillow;pillow;bed;painting;lamp;lamp;dresser_mirror,12,1.0
sunrgbd/kv2/kinect2data/001805_2014-06-26_20-49-49_260595134347_rgbf000136-resize,bedroom,pillow;pillow;pillow;pillow;pillow;bed;dresser;vase;lamp;night_stand,10,1.0
sunrgbd/kv2/kinect2data/001806_2014-06-26_20-50-20_260595134347_rgbf000091-resize,bedroom,pillow;pillow;pillow;pillow;painting;plant;bed;painting;magazine_rack;dresser;lamp;dresser_mirror,12,1.0
sunrgbd/kv2/kinect2data/001807_2014-06-26_20-50-33_260595134347_rgbf000033-resize,bedroom,pillow;pillow;pillow;pillow;pillow;pillow;pillow;bed;painting;sofa_chair;plant;night_stand;painting;painting;night_stand,15,1.0
sunrgbd/kv2/kinect2data/001808_2014-06-26_20-50-58_260595134347_rgbf000029-resize,bedroom,pillow;pillow;pillow;painting;bed;lamp;night_stand;decor;lamp;dresser;chair;monitor;desk,13,0.7
sunrgbd/kv2/kinect2data/001809_2014-06-26_20-51-19_260595134347_rgbf000043-resize,bedroom,pillow;pillow;pillow;pillow;pillow;painting;painting;lamp;night_stand;painting;bed;plant;painting,13,1.0
sunrgbd/kv2/kinect2data/001810_2014-06-26_20-51-35_260595134347_rgbf000040-resize,bedroom,pillow;pillow;pillow;pillow;pillow;pillow;bed;painting;painting;lamp;dresser_mirror;dresser;painting;dresser;painting,15,1.0
sunrgbd/kv2/kinect2data/001811_2014-06-26_20-51-51_260595134347_rgbf000106-resize,bedroom,pillow;pillow;pillow;pillow;pillow;pillow;pillow;pillow;bed;plant;dresser_mirror;lamp;dresser,13,1.0
sunrgbd/kv2/kinect2data/001812_2014-06-26_20-52-06_260595134347_rgbf000061-resize,bedroom,pillow;pillow;pillow;pillow;pillow;pillow;pillow;pillow;bed;lamp;dresser_mirror;painting;painting;dresser;night_stand;lamp,16,1.0
sunrgbd/kv2/kinect2data/001813_2014-06-26_20-52-21_260595134347_rgbf000033-resize,bedroom,pillow;pillow;pillow;pillow;pillow;pillow;pillow;bed;painting;night_stand;lamp;lamp;lamp;dresser_mirror,14,1.0
sunrgbd/kv2/kinect2data/001814_2014-06-26_20-52-34_260595134347_rgbf000067-resize,bedroom,pillow;pillow;pillow;pillow;pillow;pillow;pillow;bed;painting;night_stand;dresser_mirror;lamp;dresser;decor;decor;drawer;painting;painting;plant,19,1.0
sunrgbd/kv2/kinect2data/001815_2014-06-26_20-52-55_260595134347_rgbf000020-resize,bedroom,pillow;pillow;painting;bed;night_stand;dresser_mirror;lamp;lamp,8,1.0
sunrgbd/kv2/kinect2data/001816_2014-06-26_20-53-15_260595134347_rgbf000044-resize,bedroom,chair;table;table;table;night_stand;chair;drawer;plant;lamp;sofa_chair;night_stand;bed;sofa_chair,13,0.867
sunrgbd/kv2/kinect2data/001817_2014-06-26_20-53-30_260595134347_rgbf000038-resize,office,chair;desk;shelf;desk;lamp;chair;table;desk;cabinet,9,0.833
sunrgbd/kv2/kinect2data/001818_2014-06-26_20-53-45_260595134347_rgbf000027-resize,living_room,ottoman;coffee_table;lamp;endtable;sofa_chair;clock,6,1.0
sunrgbd/kv2/kinect2data/001819_2014-06-26_20-54-00_260595134347_rgbf000106-resize,dining_room,chair;chair;chair;chair;chair;chair;table;display_cabinet;bed;dresser_mirror;sofa_chair,11,0.545
sunrgbd/kv2/kinect2data/001820_2014-06-26_20-54-15_260595134347_rgbf000032-resize,living_room,sofa;sofa;lamp;endtable;lamp;endtable;coffee_table;lamp;sofa_chair;sofa_chair;sofa_chair,11,1.0
sunrgbd/kv2/kinect2data/001821_2014-06-26_20-55-15_260595134347_rgbf000036-resize,living_room,pillow;pillow;sofa;sofa,4,0.625
sunrgbd/kv2/kinect2data/001822_2014-06-26_20-55-32_260595134347_rgbf000086-resize,bedroom,pillow;pillow;pillow;pillow;painting;painting;bed;magazine_rack;dresser;night_stand;lamp;lamp;dresser_mirror;lamp;sofa,15,0.828
sunrgbd/kv2/kinect2data/001823_2014-06-26_20-55-50_260595134347_rgbf000022-resize,bedroom,sofa_chair;plant;lamp;endtable;dresser;sofa_chair,6,1.0
sunrgbd/kv2/kinect2data/001824_2014-06-26_20-56-06_260595134347_rgbf000045-resize,bedroom,pillow;pillow;pillow;pillow;pillow;coffee_table;sofa;sofa;lamp;lamp;endtable;endtable,12,0.517
sunrgbd/kv2/kinect2data/001825_2014-06-26_20-56-47_260595134347_rgbf000102-resize,bedroom,pillow;pillow;pillow;pillow;pillow;painting;bed;lamp;night_stand;light;lamp;lamp;plant;dresser_mirror;plant,15,1.0
sunrgbd/kv2/kinect2data/001826_2014-06-26_20-56-59_260595134347_rgbf000023-resize,bedroom,pillow;pillow;pillow;pillow;pillow;pillow;sofa;sofa;chest;lamp;endtable;chair;painting;lamp;table;coffee_table;lamp,17,0.545
sunrgbd/kv2/kinect2data/001827_2014-06-26_21-39-22_260595134347_rgbf000042-resize,living_room,sofa;painting;sofa_chair;sofa_chair;table,5,1.0
sunrgbd/kv2/kinect2data/001828_2014-06-26_21-40-03_260595134347_rgbf000024-resize,living_room,ottoman;sofa_chair;sofa_chair;painting;painting;light;fire_place,7,1.0
sunrgbd/kv2/kinect2data/001829_2014-06-26_21-40-41_260595134347_rgbf000107-resize,living_room,chair;sofa;table,3,0.833
sunrgbd/kv2/kinect2data/001830_2014-06-26_21-40-57_260595134347_rgbf000035-resize,dining_room,chair;table;chair;table;table;chair;chair;chair;chair;table;chair;chair;chair;chair;table;chair;chair;chair;chair;table;chair;chair;table;chair;chair;chair;chair;chair,28,1.0
sunrgbd/kv2/kinect2data/001831_2014-06-26_21-43-23_260595134347_rgbf000119-resize,living_room,pillow;ottoman;painting;sofa;sofa_chair;sofa_chair;sofa_chair;sofa_chair,8,0.727
sunrgbd/kv2/kinect2data/001832_2014-06-26_21-43-38_260595134347_rgbf000111-resize,living_room,sofa_chair;ottoman;sofa;sofa_chair;lamp;endtable;endtable;lamp,8,1.0
sunrgbd/kv2/kinect2data/001834_2014-06-22_13-12-26_260595134347_rgbf000030-resize,dining_room,shelf;chair;chair;chair;chair;table;chair;chair;person;person;chair;cabinet,12,0.875
sunrgbd/kv2/kinect2data/001835_2014-06-22_13-16-04_260595134347_rgbf000064-resize,bedroom,sofa_chair;chest;rack;stack_of_chairs;night_stand;vase;table;stand;lamp,9,1.0
sunrgbd/kv2/kinect2data/001836_2014-06-22_13-16-35_260595134347_rgbf000053-resize,bedroom,bench;headboard;headboard;headboard;sign;lamp,6,1.0
sunrgbd/kv2/kinect2data/001837_2014-06-22_13-16-57_260595134347_rgbf000042-resize,bedroom,bench;light;night_stand;night_stand;dresser;lamp;lamp;lamp;lamp;lamp;lamp;night_stand;lamp,13,1.0
sunrgbd/kv2/kinect2data/001838_2014-06-22_13-17-37_260595134347_rgbf000055-resize,bedroom,pillow;bench;decor;endtable;chair;rack;shelf;chair;lamp;chair,10,0.5
sunrgbd/kv2/kinect2data/001839_2014-06-22_13-18-01_260595134347_rgbf000032-resize,office,chair;desk;rack;shelf;lamp;statue;statue;vase;basket;person,10,0.833
sunrgbd/kv2/kinect2data/001840_2014-06-22_13-18-13_260595134347_rgbf000071-resize,classroom,podium;rack;lamp;chair;table;stack_of_chairs;table;chair;statue;rack,10,0.667
sunrgbd/kv2/kinect2data/001841_2014-06-22_13-18-35_260595134347_rgbf000048-resize,bedroom,chair;basket;table;plastic_baskets;shelf;shelf;flower_vase;vase;plant;plant;plant;pillow;animal_statue;animal_statue;animal_statue;vase,16,0.75
sunrgbd/kv2/kinect2data/001842_2014-06-22_13-19-04_260595134347_rgbf000058-resize,bedroom,pillow;pillow;stool;sofa_chair;pillow;stool;pillow;sofa_chair;podium;stool;painting;pillow;pillow;pillow;sofa,15,0.7
sunrgbd/kv2/kinect2data/001843_2014-06-22_13-19-21_260595134347_rgbf000032-resize,living_room,pillow;sofa;endtable,3,0.625
sunrgbd/kv2/kinect2data/001844_2014-06-22_13-19-37_260595134347_rgbf000043-resize,bedroom,pillow;sofa_chair;sign;chair,4,0.75
sunrgbd/kv2/kinect2data/001845_2014-06-22_13-19-51_260595134347_rgbf000034-resize,bedroom,pillow;pillow;pillow;pillow;pillow;sofa;endtable;pillow;pillow;sofa;pillow;sofa_chair;vase;plant,14,0.706
sunrgbd/kv2/kinect2data/001846_2014-06-22_13-20-09_260595134347_rgbf000041-resize,bedroom,pillow;pillow;pillow;sofa;pillow;pillow;sofa;endtable;pillow;sofa;ottoman;plant,12,0.5
sunrgbd/kv2/kinect2data/001847_2014-06-22_13-20-30_260595134347_rgbf000100-resize,bedroom,pillow;pillow;pillow;pillow;pillow;decor;clock;sign;sign;sofa,10,0.75
sunrgbd/kv2/kinect2data/001848_2014-06-22_13-20-59_260595134347_rgbf000083-resize,living_room,pillow;sofa;endtable,3,0.625
sunrgbd/kv2/kinect2data/001849_2014-06-22_13-21-22_260595134347_rgbf000044-resize,living_room,pillow;sofa_chair;ottoman;table;flower_vase;mannequin;sofa,7,0.727
sunrgbd/kv2/kinect2data/001850_2014-06-22_13-21-37_260595134347_rgbf000055-resize,bedroom,endtable;pillow;pillow;pillow;pillow;clock;endtable;sign;chair;table;chair;umbrella;chair;chair;chair;sign,16,0.706
sunrgbd/kv2/kinect2data/001851_2014-06-22_13-22-03_260595134347_rgbf000073-resize,dining_room,chair;chair;chair;table;chair;sign;chair;table;flower_vase;candlestick;candlestick,11,1.0
sunrgbd/kv2/kinect2data/001852_2014-06-22_13-22-25_260595134347_rgbf000047-resize,dining_room,chair;chair;chair;table;shelf;chair;chair;chair;chair;table,10,1.0
sunrgbd/kv2/kinect2data/001853_2014-06-22_13-22-39_260595134347_rgbf000054-resize,dining_room,chair;chair;chair;chair;chair;chair;rack;flower_vase;chest,9,1.0
sunrgbd/kv2/kinect2data/001854_2014-06-22_13-23-01_260595134347_rgbf000130-resize,dining_room,chair;chair;chair;pillow;chair;chair;chair;chair;sign;chair;chair,11,0.75
sunrgbd/kv2/kinect2data/001855_2014-06-22_13-23-24_260595134347_rgbf000051-resize,dining_room,chair;chair;chair;chair;table;shelf;shelf;shelf;shelf;shelf;shelf;shelf;vase;vase;shelf,15,1.0
sunrgbd/kv2/kinect2data/001856_2014-06-22_13-23-37_260595134347_rgbf000097-resize,dining_room,chair;chair;ottoman;chair;chair;chair;shelf;chair,8,0.667
sunrgbd/kv2/kinect2data/001857_2014-06-22_13-39-51_260595134347_rgbf000049-resize,bedroom,pillow;bed;pillow;pillow;painting;painting;painting;dresser;lamp;dresser_mirror;night_stand,11,1.0
sunrgbd/kv2/kinect2data/001858_2014-06-22_13-40-10_260595134347_rgbf000120-resize,bedroom,bed;dresser;night_stand;ottoman,4,0.8
sunrgbd/kv2/kinect2data/001859_2014-06-22_13-40-27_260595134347_rgbf000104-resize,bedroom,bed;night_stand;dresser_mirror,3,1.0
sunrgbd/kv2/kinect2data/001860_2014-06-22_13-41-02_260595134347_rgbf000113-resize,bedroom,bed;night_stand;dresser_mirror;night_stand,4,1.0
sunrgbd/kv2/kinect2data/001861_2014-06-22_13-41-32_260595134347_rgbf000083-resize,bedroom,bed;dresser_mirror,2,1.0
sunrgbd/kv2/kinect2data/001862_2014-06-22_13-41-50_260595134347_rgbf000053-resize,bedroom,bed;night_stand;dresser;dresser,4,1.0
sunrgbd/kv2/kinect2data/001863_2014-06-22_13-42-03_260595134347_rgbf000056-resize,bedroom,bed;night_stand;dresser_mirror,3,1.0
sunrgbd/kv2/kinect2data/001864_2014-06-22_13-42-43_260595134347_rgbf000068-resize,bedroom,bed;dresser;night_stand;night_stand,4,1.0
sunrgbd/kv2/kinect2data/001865_2014-06-22_13-43-01_260595134347_rgbf000067-resize,bedroom,bed;dresser,2,1.0
sunrgbd/kv2/kinect2data/001866_2014-06-22_13-43-17_260595134347_rgbf000038-resize,bedroom,bed;dresser_mirror;ottoman;night_stand;night_stand,5,0.812
sunrgbd/kv2/kinect2data/001867_2014-06-22_13-43-30_260595134347_rgbf000082-resize,bedroom,bed;dresser_mirror,2,1.0
sunrgbd/kv2/kinect2data/001868_2014-06-22_13-43-48_260595134347_rgbf000058-resize,bedroom,bed;dresser_mirror;dresser;night_stand,4,1.0
sunrgbd/kv2/kinect2data/001869_2014-06-22_13-44-03_260595134347_rgbf000072-resize,bedroom,bed;night_stand;dresser_mirror;night_stand;lamp,5,1.0
sunrgbd/kv2/kinect2data/001870_2014-06-22_13-44-27_260595134347_rgbf000029-resize,bedroom,bed;dresser;night_stand,3,1.0
sunrgbd/kv2/kinect2data/001871_2014-06-22_13-45-18_260595134347_rgbf000021-resize,bedroom,bed;dresser_mirror;dresser,3,1.0
sunrgbd/kv2/kinect2data/001873_2014-06-22_13-45-57_260595134347_rgbf000036-resize,bedroom,bunk_bed;dresser,2,1.0
sunrgbd/kv2/kinect2data/001875_2014-06-22_13-49-00_260595134347_rgbf000082-resize,bedroom,bed;bed;night_stand;bed,4,1.0
sunrgbd/kv2/kinect2data/001876_2014-06-22_13-49-16_260595134347_rgbf000031-resize,bedroom,bunk_bed;dresser,2,1.0
sunrgbd/kv2/kinect2data/001877_2014-06-22_13-49-29_260595134347_rgbf000039-resize,bedroom,bed;night_stand;dresser;bed;cabinet;bed,6,0.957
sunrgbd/kv2/kinect2data/001878_2014-06-22_13-49-41_260595134347_rgbf000052-resize,bedroom,bed;dresser_mirror;cabinet;bed,4,0.909
sunrgbd/kv2/kinect2data/001879_2014-06-22_13-49-56_260595134347_rgbf000029-resize,bedroom,bed;dresser;night_stand;night_stand,4,1.0
sunrgbd/kv2/kinect2data/001880_2014-06-22_13-50-11_260595134347_rgbf000047-resize,bedroom,bed;ottoman;lounge_chair;lounge_chair,4,0.625
sunrgbd/kv2/kinect2data/001881_2014-06-22_13-50-30_260595134347_rgbf000067-resize,bedroom,bed;bed;ottoman;night_stand,4,0.824
sunrgbd/kv2/kinect2data/001882_2014-06-22_13-50-45_260595134347_rgbf000030-resize,bedroom,bed;bed;lamp;ottoman;night_stand,5,0.824
sunrgbd/kv2/kinect2data/001883_2014-06-22_13-51-08_260595134347_rgbf000033-resize,bedroom,bed;lamp;night_stand;dresser_mirror;dresser,5,1.0
sunrgbd/kv2/kinect2data/001884_2014-06-22_13-51-32_260595134347_rgbf000021-resize,bedroom,bed;dresser_mirror,2,1.0
sunrgbd/kv2/kinect2data/001885_2014-06-22_13-52-14_260595134347_rgbf000018-resize,bedroom,bed;bed;ottoman,3,0.769
sunrgbd/kv2/kinect2data/001886_2014-06-22_13-53-06_260595134347_rgbf000066-resize,bedroom,bed;dresser;dresser,3,1.0
sunrgbd/kv2/kinect2data/001887_2014-06-22_13-53-27_260595134347_rgbf000020-resize,bedroom,bed;dresser_mirror;ottoman,3,0.625
sunrgbd/kv2/kinect2data/001888_2014-06-22_13-53-53_260595134347_rgbf000059-resize,bedroom,bed;night_stand;night_stand,3,1.0
sunrgbd/kv2/kinect2data/001889_2014-06-22_13-54-08_260595134347_rgbf000075-resize,bedroom,bed;night_stand;dresser_mirror,3,1.0
sunrgbd/kv2/kinect2data/001890_2014-06-22_13-54-42_260595134347_rgbf000018-resize,bedroom,bed;cabinet,2,0.833
sunrgbd/kv2/kinect2data/001891_2014-06-22_13-55-03_260595134347_rgbf000043-resize,bedroom,bed;night_stand;lamp;cabinet,4,0.9
sunrgbd/kv2/kinect2data/001892_2014-06-22_13-55-19_260595134347_rgbf000048-resize,bedroom,bed;ottoman;dresser_mirror,3,0.625
sunrgbd/kv2/kinect2data/001893_2014-06-22_13-55-56_260595134347_rgbf000056-resize,bedroom,bed;night_stand,2,1.0
sunrgbd/kv2/kinect2data/001894_2014-06-22_13-56-14_260595134347_rgbf000078-resize,bedroom,bed;bed;night_stand;dresser,4,1.0
sunrgbd/kv2/kinect2data/001895_2014-06-22_13-56-33_260595134347_rgbf000032-resize,bedroom,bed;lamp;dresser;night_stand,4,1.0
sunrgbd/kv2/kinect2data/001896_2014-06-22_13-56-47_260595134347_rgbf000082-resize,bedroom,bed;dresser;dresser;dresser,4,1.0
sunrgbd/kv2/kinect2data/001897_2014-06-22_13-57-11_260595134347_rgbf000069-resize,bedroom,bed;bed;dresser;night_stand,4,1.0
sunrgbd/kv2/kinect2data/001898_2014-06-22_13-57-30_260595134347_rgbf000044-resize,bedroom,bed;dresser,2,1.0
sunrgbd/kv2/kinect2data/001900_2014-06-22_13-58-31_260595134347_rgbf000026-resize,bedroom,bed;ottoman;night_stand,3,0.75
sunrgbd/kv2/kinect2data/001901_2014-06-22_13-58-52_260595134347_rgbf000066-resize,bedroom,bed;ottoman;dresser_mirror,3,0.625
sunrgbd/kv2/kinect2data/001902_2014-06-22_13-59-28_260595134347_rgbf000026-resize,living_room,sofa_chair;sofa;desk,3,0.5
sunrgbd/kv2/kinect2data/001903_2014-06-22_13-59-52_260595134347_rgbf000051-resize,living_room,sofa;coffee_table;endtable,3,1.0
sunrgbd/kv2/kinect2data/001904_2014-06-22_14-00-19_260595134347_rgbf000061-resize,living_room,sofa;coffee_table,2,1.0
sunrgbd/kv2/kinect2data/001905_2014-06-22_14-00-35_260595134347_rgbf000052-resize,living_room,sofa;endtable;table,3,1.0
sunrgbd/kv2/kinect2data/001906_2014-06-22_14-00-56_260595134347_rgbf000051-resize,living_room,sofa_chair;coffee_table;sofa,3,1.0
sunrgbd/kv2/kinect2data/001907_2014-06-22_14-01-17_260595134347_rgbf000035-resize,living_room,sofa;sofa;table,3,1.0
sunrgbd/kv2/kinect2data/001909_2014-06-22_14-02-19_260595134347_rgbf000071-resize,living_room,sofa;sofa;sofa;coffee_table;endtable,5,1.0
sunrgbd/kv2/kinect2data/001910_2014-06-22_14-02-40_260595134347_rgbf000040-resize,living_room,sofa;sofa;ottoman;ottoman,4,1.0
sunrgbd/kv2/kinect2data/001911_2014-06-22_14-03-28_260595134347_rgbf000053-resize,living_room,sofa;coffee_table;sofa;sofa_chair,4,1.0
sunrgbd/kv2/kinect2data/001912_2014-06-22_14-03-55_260595134347_rgbf000020-resize,living_room,sofa;ottoman,2,1.0
sunrgbd/kv2/kinect2data/001913_2014-06-22_14-04-40_260595134347_rgbf000019-resize,living_room,sofa;endtable;lounge_chair;ottoman,4,1.0
sunrgbd/kv2/kinect2data/001914_2014-06-22_14-05-08_260595134347_rgbf000028-resize,living_room,sofa;sofa_chair;endtable;sofa_chair;ottoman;ottoman,6,1.0
sunrgbd/kv2/kinect2data/001916_2014-06-22_14-08-49_260595134347_rgbf000033-resize,dining_room,chair;chair;chair;chair;chair;dining_table,6,1.0
sunrgbd/kv2/kinect2data/001917_2014-06-22_14-09-25_260595134347_rgbf000017-resize,dining_room,chair;dining_table;ottoman;chair;chair;chair;table;chair;chair,9,0.786
sunrgbd/kv2/kinect2data/001919_2014-06-22_14-10-24_260595134347_rgbf000037-resize,dining_room,chair;chair;chair;chair;chair;cabinet;chair;chair;mirror;chair;chair;chair;table;chair;chair;table,16,0.857
sunrgbd/kv2/kinect2data/001920_2014-06-22_14-10-40_260595134347_rgbf000037-resize,dining_room,chair;chair;chair;chair;chair;chair;chair;chair;chair;table,10,1.0
